chain,pqc_fraction,seed,num_blocks,avg_block_size_bytes,avg_txs_per_block,avg_propagation_p50_ms,avg_propagation_p90_ms,avg_propagation_p95_ms,stale_rate,effective_tps,avg_verification_time_ms,max_verification_time_ms,verification_failure_rate,verification_failures,block_time_ms,mempool_total_accepted,mempool_total_evicted,mempool_total_rejected,mempool_final_size_bytes,mempool_final_tx_count,total_tx_generated,algo_counts_Ed25519,algo_distribution_Ed25519,algo_counts_ML-DSA-44,algo_counts_ML-DSA-65,algo_counts_SLH-DSA-128f,algo_distribution_ML-DSA-44,algo_distribution_ML-DSA-65,algo_distribution_SLH-DSA-128f
solana,0.9,6,25,5999174.28,1185.2,151.3928762111532,351.8655921753816,399.87599859769495,0.4,2963.0,75.8066,237.7311,0.0,0,400,41714,2897,0,98845850,9187,41714,4086,0.137900776240297,9384,14293,1867,0.3167060411744853,0.4823827202159973,0.06301046236922038
solana,0.9,7,25,5999240.44,1189.28,173.80975048934692,415.96260670188536,515.7150283113122,0.96,2973.2,77.7785,232.8263,0.0,0,400,41943,3117,0,98843190,9094,41943,4150,0.13958025023543658,9387,14347,1848,0.3157204358939863,0.48254406027176105,0.06215525359881609
solana,0.9,8,25,5999641.64,1186.32,201.7034751266703,438.9771902260652,490.504376373858,0.96,2965.7999999999997,75.3696,246.2881,0.0,0,400,41681,2794,0,98856074,9229,41681,4185,0.14110863847865668,9329,14253,1891,0.3145525659181334,0.48057859599433544,0.0637601996088745
solana,0.9,9,25,5998641.72,1190.52,160.49116134601843,336.13250413686006,430.79349877161354,0.08,2976.3,65.2401,239.254,0.0,0,400,41794,2848,0,98845212,9183,41794,4243,0.14255955380841984,9365,14285,1870,0.3146524207909149,0.4799583375331788,0.06282968786748648
solana,0.9,10,25,5998991.2,1186.32,154.97279979882708,364.9688870507735,438.8901828489613,0.72,2965.7999999999997,69.0426,238.6144,0.0,0,400,41696,2934,0,98858099,9104,41696,4099,0.13820891496392204,9444,14248,1867,0.3184301031762088,0.48041000741789736,0.06295097444197181
solana,0.95,1,25,5998507.24,1134.56,144.7054749178626,362.9592431839153,443.63683930101536,0.4,2836.3999999999996,64.3433,227.9046,0.0,0,400,41713,4324,0,98855397,9025,41713,2062,0.07269778592582146,9792,14885,1625,0.34522634325200957,0.5247849386546326,0.057290932167536314
solana,0.95,2,25,5998609.8,1134.6,254.7442510603171,468.6596386605293,537.9198858199009,0.92,2836.5,80.7655,229.4615,0.0,0,400,41579,4129,0,98849156,9085,41579,2086,0.07354133615371056,9899,14731,1649,0.3489864269346025,0.5193372113520184,0.0581350255596686
solana,0.95,3,25,5998687.48,1133.52,153.02302634733502,385.4501737407165,453.0526707987368,0.68,2833.8,72.921,225.8402,0.0,0,400,41485,4007,0,98853400,9140,41485,2130,0.07516409062036841,9613,14951,1644,0.3392264803444139,0.5275954548662574,0.058013974168960404
solana,0.95,4,25,5998748.76,1129.36,164.07075961096976,356.7849556534795,472.8415940826116,0.48,2823.3999999999996,69.5905,236.9324,0.0,0,400,41273,3973,0,98859868,9066,41273,2080,0.07367004321031381,9662,14815,1677,0.3422115180279096,0.524721966423461,0.059396472338315506
solana,0.95,5,25,5998716.6,1129.64,181.05068357119907,390.62092132449254,485.4243851929767,0.68,2824.1000000000004,72.7509,230.4634,0.0,0,400,41558,4183,0,98840416,9134,41558,2028,0.07181048829715661,9654,14909,1650,0.34184341914238164,0.527920399419284,0.05842569314117772
solana,0.95,6,25,5999035.44,1135.08,150.1593151056844,348.2146291519438,397.1028695456797,0.36,2837.7,70.315,222.8572,0.0,0,400,41714,4172,0,98854610,9165,41714,2076,0.07315783909504175,9876,14788,1637,0.3480283328047362,0.5211262642280721,0.05768756387214998
solana,0.95,7,25,5998684.68,1136.64,232.61952404322147,468.96553115436376,566.5184278513145,0.96,2841.6000000000004,71.3598,224.2037,0.0,0,400,41943,4410,0,98856014,9117,41943,2025,0.07126266891891891,9768,15041,1582,0.34375,0.5293144707207207,0.05567286036036036
solana,0.95,8,25,5998835.44,1129.6,218.59968104407878,439.456353921571,501.110025181955,0.96,2824.0,70.0774,232.8434,0.0,0,400,41681,4311,0,98853781,9130,41681,2015,0.07135269121813032,9863,14690,1672,0.34925637393767706,0.5201841359773371,0.05920679886685552
solana,0.95,9,25,5998598.6,1134.96,149.7294066704878,336.19447621159276,423.91868501908453,0.08,2837.4,60.8376,222.6489,0.0,0,400,41794,4244,0,98846352,9176,41794,2071,0.07298935645309086,9928,14733,1642,0.349897793754846,0.519242968915204,0.0578698808768591
solana,0.95,10,25,5998993.04,1127.96,170.6415492985656,383.32736803555343,458.9190078213536,0.84,2819.9,64.6343,234.3196,0.0,0,400,41696,4409,0,98858716,9088,41696,2020,0.07163374587751338,9688,14820,1671,0.34355828220858897,0.5255505514379942,0.0592574204759034
solana,1.0,1,25,5998173.96,1078.56,149.98459932994052,372.3270255993719,446.6524587483354,0.56,2696.3999999999996,59.9416,216.3209,0.0,0,400,41713,5687,0,98856918,9062,41713,,,10251,15277,1436,0.380173564753004,0.5665702418038867,0.053256193443109334
solana,1.0,2,25,5997706.4,1080.08,190.34274963894347,406.2774347621881,476.5717863384956,0.88,2700.2,74.3281,215.8011,0.0,0,400,41579,5458,0,98855513,9119,41579,,,10256,15328,1418,0.37982371676172133,0.567661654692245,0.05251462854603363
solana,1.0,3,25,5997999.44,1081.08,160.39815752826314,381.78019023344103,457.20941057628494,0.56,2702.7,66.9068,209.7272,0.0,0,400,41485,5271,0,98849617,9187,41485,,,10256,15364,1407,0.3794723794723795,0.5684685684685684,0.052059052059052056
solana,1.0,4,25,5998100.4,1072.32,142.02214702616675,337.6101587787661,449.64373968490634,0.44,2680.7999999999997,65.0889,218.0323,0.0,0,400,41273,5427,0,98845519,9038,41273,,,10101,15218,1489,0.3767905102954342,0.5676663682482841,0.05554312145628171
solana,1.0,5,25,5998494.4,1076.44,187.48834497913785,394.18462630480445,476.87180747359844,0.76,2691.1000000000004,67.351,216.7871,0.0,0,400,41558,5560,0,98847052,9087,41558,,,10078,15394,1439,0.37449370146036937,0.5720337408494668,0.053472557690163874
solana,1.0,6,25,5998871.44,1075.4,159.6649740091828,350.92097251167536,401.9043267223189,0.36,2688.5,66.0668,211.3882,0.0,0,400,41714,5704,0,98856396,9125,41714,,,10141,15284,1460,0.37719918169983263,0.5684954435558862,0.054305374744281196
solana,1.0,7,25,5998121.8,1083.96,186.81316380320888,425.49512174125397,522.2411601825984,0.96,2709.9,66.1136,207.9934,0.0,0,400,41943,5663,0,98849554,9181,41943,,,10180,15555,1364,0.3756596184361047,0.5740064209011403,0.050333960662755084
solana,1.0,8,25,5998090.76,1076.36,194.86585353274927,433.4059710857138,491.90938515058923,0.96,2690.8999999999996,65.0014,220.7022,0.0,0,400,41681,5577,0,98850110,9195,41681,,,10217,15235,1457,0.37968709353747815,0.5661674532684232,0.05414545319409863
solana,1.0,9,25,5998459.72,1079.72,167.61183796150104,343.6603374632095,436.9519724147428,0.16,2699.3,55.958,207.5264,0.0,0,400,41794,5663,0,98844317,9138,41794,,,10219,15355,1419,0.37857963175638126,0.568851183640203,0.0525691846034157
solana,1.0,10,25,5998289.72,1077.2,154.0345620625645,367.3503735974862,445.75921606965477,0.84,2693.0,59.4185,212.8268,0.0,0,400,41696,5690,0,98857249,9076,41696,,,10049,15455,1426,0.3731526178982547,0.5738952840698106,0.052952098031934645
